Schluessel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentuemer;OK Terrain;Schachtueberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergaenzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
907;Guetbächi Mittelstafel;Guetbächialp;Linthal;8783;720330;194815;;Tagwen Dorf;1680;0;72019401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Feldaufnahmen;Tagwen Dorf, Linthal;;;12;13;14;;keine vorh.;;nein;R. Brunner;29.09.1998;46;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
908;Quelle beim Stutz;Stutz;Linthal;8783;716950;193360;;Tagwen Dorf;1250;0;71619301;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Tagwen Dorf, Linthal;für Alp Brügglis unter Stafel (Tagwen Dorf) + Alp Chrummlaui (Ennenda);;15;16;;;keine vorh.;;nein;R. Brunner;29.09.1998;47;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
909;Quelle ober Stäfeli;Ober Stäfeli;Linthal;8783;715570;191880;;Tagwen Dorf;1780;0;71519101;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisendeckel mit 4 Kant;Brunnenstube;Feldaufnahmen;Tagwen Dorf, Linthal;;;17;18;19 +;;keine vorh.;;nein;R. Brunner;29.09.1998;48;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
910;Quelle Burg;Burg;Linthal;8783;715550;192075;;Gde. Ennenda;1860;0;71519201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Herr Jäger, EW Ennenda;;;21;22;;;keine vorh.;;nein;R. Brunner;29.09.1998;49;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
911;Quelle Chäsboden;Vornacken;Linthal;8783;716140;193340;;Gde. Ennenda;1465;0;71619302;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Herr Jäger, EW Ennenda;;;23;24;;;keine vorh.;1;nein;R. Brunner;29.09.1998;50;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
912;Quelle Bäreboden;Bäreboden;Linthal;8783;716240;193700;;Vock;1620;0;71619303;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;schlecht;Holz;Brunnenstube;Feldaufnahmen;Hansheiri Stüssi, Werkführer Linthal;;;25;26;;;keine vorh.;;nein;R. Brunner;29.09.1998;51;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
913;Quelle Alp Hinter Durnachtal;Hinter Durnachtal;Linthal;8783;722040;195340;;Tagwen Dorf;1400;0;72219501;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Tagwen Dorf, Linthal;;;27;28;;;keine vorh.;;nein;R. Brunner;29.09.1998;52;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
914;Quelle Mittel Durnachtal Stäfeli;;Linthal;8783;721690;195970;;Tagwen Matt;1430;0;72119501;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Tagwen Matt, Linthal;;;29;30;;;keine vorh.;1;nein;R. Brunner;29.09.1998;53;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
915;Quelle Bodmen;Bodmen;Linthal;8783;720610;196020;;Tagwen Matt;1830;0;72019601;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Feldaufnahmen;Tagwen Matt, Linthal;;;31;32;;;keine vorh.;;nein;R. Brunner;29.09.1998;54;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
916;Quelle Rieter Ortsstafel;Rieter Ortsstafel;Linthal;8783;716780;198380;;Tagwen Dorf;1740;;71619801;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Dorf, Linthal;keine Begehung;;;;;;keine vorh.;;;R. Brunner;01.09.1998;55;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
917;Quelle Rietberg Mittel Stafel;Rietberg;Linthal;8783;717210;198275;;Tagwen Dorf;1500;20;71719801;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Tagwen Dorf, Linthal;Überwasser in Reservoir Riet;;19;20;;;keine vorh.;;nein;R. Brunner;01.09.1998;56;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
918;Quelle Chameralp ober Stafel;Ober Stafel;Linthal;8783;715980;195110;;Gde. Hätzingen;1750;0;71519501;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung/ ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Beat Aebli, Werkführer Gde.Hätzingen;;;13;14;;;keine vorh.;1;nein;R. Brunner;01.09.1998;57;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
919;Quelle Friteren Hinter Stafel;Friteren Hinter Stafel;Linthal;8783;714575;196485;;Tagwen Ennetlinthli;1440;;71419601;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Ennetlinthli Linthal;;;15;;;;keine vorh.;;;R. Brunner;01.09.1998;58;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
920;Quelle Ober Friteren;unterhalb Kelle;Linthal;8783;715720;197260;;Tagwen Ennetlinthli;1580;;71519701;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Ennentlinthli Linthal;;;16;17;18;;keine vorh.;;;R. Brunner;01.09.1998;59;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
921;Quelle Ortstafel;Ortstafel;Linthal;8783;714900;197500;;Tagwen Ennetlinthli;1900;;71419701;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Ennetlinthli Linthal;während ca. 1 Monat/Jahr Bachwasserfassung unterhalb Schneefeld, keine Begehung;;;;;;keine vorh.;;;R. Brunner;01.09.1998;60;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
922;Quelle Reservoir Riet;Riet unter Stafel;Linthal;8783;717530;198200;;Tagwen Dorf;1390;;71719802;aus Plan gelesen;Trinkwasser;Restaurant Nussbühl;ab Fels;gut;Tor;Reservoir;Feldaufnahmen;Tagwen Dorf Linthal;#NAME?;;21;;;;erforderlich;1;ja;R. Brunner;01.09.1998;61;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
923;Quelle Ober Fessis;Wasserböden;Sool;8762;728530;209120;;Gde. Sool;2020;;72820901;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;gut;keine vorh.;Brunnenstube;Feldaufnahmen;W. Kessler, Förster Sool;Neufasssung 1997, Katadyn-Filter in Hütte;;;;;;keine vorh.;;nein;R. Brunner;25.08.1998;26;25.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
924;Quelle Jagdhütte Chli Gheist;Chli Gheist;Sool;8762;727770;207945;;Hugo Unold, Sool;1480;;72720706;aus Plan gelesen;Trinkwasser;Jagdhütte;Bachwasserfassung;;;;Feldaufnahmen;Hugo Unold, Sool;;;;;;;keine vorh.;;;R. Brunner;25.08.1998;27;25.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
925;Quelle Vorderberg;Berg;Filzbach;8757;727090;219640;;Jakob Menzi;855;;72721903;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;Eisentorl;Brunnenstube;Feldaufnahmen;J.Menzi, Vorderberg Filzbach;;;6;7;;;keine vorh.;1;nein;Brunner;30.06.1999;17;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
926;Quelle Britterwald, 2;;Filzbach;8757;726515;219970;;Gde. Filzbach;655;10;72621905;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;;;14;15;;;keine vorh.;1;nein;Brunner;30.06.1999;18;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
927;Quelle Britterwald, 3;;Filzbach;8757;726630;219970;;Gde. Filzbach;690;;72621906;aus Plan gelesen;im Moment ungenutzt;keine Nutzung;Sicker-/Zuleitung;sanierungsbedürftig;;Reservoir;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;Nutzung ehemals für Rest. Brennboden;;16;;;;keine vorh.;;nein;Brunner;30.06.1999;19;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
928;Quelle Oberheimet, 2;;Filzbach;8757;728365;219730;;TV Dübendorf;800;0;72821908;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;Überwasser in Quelle Oberheimet 1;;21;22;;;keine vorh.;;nein;Brunner;30.06.1999;16;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
929;Quelle Oberheimet, 3;;Filzbach;8757;728450;219655;;TV Dübendorf;825;0;72821909;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;;;23;24;;;keine vorh.;1;nein;Brunner;30.06.1999;20;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
930;Quelle Obere Eggen, 2;;Filzbach;8757;728185;219700;;Wilhelm + Hans Kamm;815;10;72821905;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Wilhelm + Hans Kamm, Filzbach;;;29;30;;;keine vorh.;3;nein;Brunner;30.06.1999;21;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
931;Quelle Untere Eggen;Eggen;Filzbach;8757;728220;219715;;B. Fürrer, E. Kamm;815;0;72821906;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Beda Fürrer-Kamm, E.Kamm-Bürge;;;27;28;;;keine vorh.;1;nein;Brunner;30.06.1999;22;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
932;Quelle Gschwend;Gschwend;Filzbach;8757;728340;219500;;Motzer;860;0;72821910;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Plastik;Brunnenstube/Reservoir;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;;;31;32;;;;1;ja;Brunner;30.06.1999;23;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
933;Quelle Allmeindli;Rietli;Filzbach;8757;727870;218670;;Gde. Filzbach;1170;0;72721801;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;;;1;2;;;keine vorh.;;nein;Brunner;30.06.1999;24;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
934;Quelle Kängelegg;Rossweid;Filzbach;8757;728440;218800;;Melchior Kamm, Hans Menzi;1145;;72821801;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Fels;;Steinplatten;;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;;;3;4;5;;;;;Brunner;30.06.1999;25;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
935;Quelle im Suunberg 2;;Filzbach;8757;729065;219800;;Hans Menzi- Dürst;860;0;72921905;aus Plan gelesen;Trinkwasser;2 Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Paul Menzi, Brunnenmeister Filzbach;;;10;11;;;keine vorh.;1;nein;Brunner;30.06.1999;26;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
936;Quelle Chriesbaumbrunnen, 2;;Niederurnen;8867;718900;220620;;WV Niederurnen;1160;80;71822002;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel feuerverzinkt;Brunnenstube;Feldaufnahmen;Herr Brügger, EW Niederurnen;;;2;3;;;definitiv;1;ja;Brunner;17.06.1999;5;17.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
937;Quelle Chriesbaumbrunnen, 3;;Niederurnen;8867;718930;220620;;WV Niederurnen;1170;12;71822003;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel feuerverzinkt;Brunnenstube;Feldaufnahmen;Herr Brügger, EW Niederurnen;1982 saniert;;4;5;;;definitiv;1;ja;Brunner;17.06.1999;6;17.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
938;Quelle Riesler;Riesler;Mühlehorn;8874;730940;220095;;Otto Kamm + Jakob Haltiner;525;0;73022004;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Jakob Haltiner, Mühlehorn;12+13 =Reservoir;;12+13;26;27;;keine vorh.;;;Brunner;01.07.1999;1;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
939;Quelle Katzenboden;;Mühlehorn;8874;731715;218685;;Markus Egger;850;0;73121801;aus Plan gelesen;Trinkwasser;3 Häuser + Stalle;ab Bach;schlecht;Holz;Brunnenstube;Feldaufnahmen;Markus Egger, Mühlhorn;;;14;15;;;keine vorh.;0;nein;Brunner;01.07.1999;2;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
940;Quelle Hegetschweiler;Katzenboden;Mühlehorn;8874;731470;218600;;Hubert Hegetschweiler, Walenstadt;900;0;73121802;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Hubert Hegetschweiler, Walenstadt;;;16;17;;;keine vorh.;1;nein;Brunner;01.07.1999;3;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
941;Quelle Wagner;Katzenboden;Mühlehorn;8874;731570;218605;;Willi Wagner, Uster;900;0;73121803;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Plastik;Brunnenstube;Feldaufnahmen;Willi Wagner, Uster;;;18;19;;;keine vorh.;1;nein;Brunner;01.07.1999;4;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
942;Quelle Christinger;Katzenboden;Mühlehorn;8874;731590;218600;;Ernst Christinger;900;0;73121804;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Plastiktank;Brunnenstube/Reservoir;Feldaufnahmen;Ernst Christinger;;;20;21;;;keine vorh.;1;nein;Brunner;01.07.1999;5;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
943;Quelle Dürst;Katzenboden;Mühlehorn;8874;731530;218710;;Peter Dürst, Brenden Mühlehorn;845;0;73121805;aus Plan gelesen;Brauchwasser;Ställe;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Feldaufnahmen;Peter Dürst, Brenden Mühlehorn;;;22;23;;;keine vorh.;;nein;Brunner;01.07.1999;6;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
944;Quelle Hurter;Katzenboden;Mühlehorn;8874;731670;218685;;Hurter;870;0;73121806;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;;;;24;25;;;keine vorh.;1;nein;Brunner;01.07.1999;7;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
945;Quelle Küng;Sattel;Mühlehorn;8874;732350;218725;;Küng Kurt, Mühlehorn;810;;73221801;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Feldaufnahmen;Küng Marti, Mühlehorn;für Haus und Stall Ennetlinden;;26;27;;;keine vorh.;;;Brunner;01.07.1999;8;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
946;Quelle im Wasser;;Mühlehorn;8874;732160;218190;;diverse;1050;0;73221803;aus Plan gelesen;Trinkwasser;Ferienhäuser + Ställe;ab Fels;sanierungsbedürftig;Blech-Deckel;Brunnenstube;Feldaufnahmen;Küng Niklaus, Werkführer Mühlehorn;;;31;32;;;keine vorh.;0;;Brunner;01.07.1999;10;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
947;Quelle Enzboden;Enzboden;Mühlehorn;8874;732092;218820;;WV Mühlhorn;770;;73221802;aus Plan gelesen;Trinkwasser;WV Gemeinde;;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Küng Niklaus, Werkführer Mühlehorn;z.Z. Baustelle- neue Ableitung, ev. Neufassung von ca. 100l/min., die neben der Fassung austreten. Vorsicht 2 versch. Schutzzonenpläne;;28;29;30;;definitiv;;ja;Brunner;01.07.1999;9;01.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
948;Quelle Fronalpstock 1;;Ennenda;8755;726835;214090;;Tagwen Mollis;1835;0;72621401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Eisendeckel;Brunnenstube/Sammelschacht;Feldaufnahmen;Tagwen Mollis;;;14;15;;;keine vorh.;1;nein;Brunner;28.06.1999;71;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
949;Quelle Fronalpstock 2;;Ennenda;8755;726830;214095;;Tagwen Mollis;1820;0;72621402;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisen;Brunnenstube;Feldaufnahmen;Tagwen Mollis;;;14;16;;;keine vorh.;1;nein;Brunner;28.06.1999;72;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
950;Quelle Obere Fronalp;;Ennenda;8755;726930;213785;;Tagwen Mollis;1820;0;72621302;aus Plan gelesen;Trinkwasser;Alpgebäude/ Brunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Sammelschacht;Feldaufnahmen;Tagwen Mollis;;;17;18;;;keine vorh.;2;nein;Brunner;28.06.1999;73;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
951;Quelle Loch 4;Loch;Matt;8766;730435;201530;;Gde.Matt;1330;;73020103;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;12;13;;;definitiv;1;ja;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
952;Quelle Bächruns 4;im Bächrüsli;Mollis;8753;725318;216426;;WV Mollis;770;0;72521611;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Tor ROMAG;Brunnenstube/Sammelschacht;Feldaufnahmen;Ernst Bühler, Werkführer Mollis;Anzahl Zuleitungen: 1Quelle + 2Zuleitungen;;33;34;;;definitiv;;ja;Brunner;28.06.1999;75;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
953;Quelle Rudelirank;;Mollis;8753;724605;217940;;diverse;700;30;72421701;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Fels;schlecht;keine vorh.;Brunnenstube;Feldaufnahmen;Ernst Bühler, Werkführer Mollis;;;16;17;18/19;;keine vorh.;1;nein;Brunner;28.06.1999;76;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
954;Quelle Rast Nürüt 1;;Mollis;8753;725480;218695;;Jakob Rast- Steiner;920;0;72521805;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;gut;Eternit- Deckel;Brunnenstube/Sammelschacht;Feldaufnahmen;J. Rast-Steiner, Nürüt Mollis;;;22;23;;;keine vorh.;;nein;Brunner;29.06.1999;77;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
955;Quelle Rast Nürüt 2;;Mollis;8753;725470;218715;;Jakob Rast- Steiner;710;10;72521806;aus Plan gelesen;Brauchwasser;Stall;Sicker-/Zuleitung;gut;;Brunnenstube/Sammelschacht;Feldaufnahmen;J. Rasr-Steiner, Nürüt Mollis;;;;;;;keine vorh.;1;nein;Brunner;29.06.1999;78;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
956;Quelle Bodenberg;;Mollis;8753;725825;219130;;M. Menzi-Mouron;890;40;72521903;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;M. Menzi-Mouron, Bodenberg Mollis;;;23;24;25;;keine vorh.;2;nein;Brunner;29.06.1999;79;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
957;Quelle Rychen Iberg;Iberg- Obstock;Mollis;8753;725540;217770;;Jakob Rychen;1030;0;72521703;aus Plan gelesen;Trinkwasser;Einzel- und Ferienhäuser;Sicker-/Zuleitung;einigermassen;Holz;Brunnenstube/Reservoir;Feldaufnahmen;Jakob Rychen, Mollis;;;32;33;;;keine vorh.;2;nein;Brunner;29.06.1999;80;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
958;Quelle Obstock;Obstock;Mollis;8753;725510;217760;;;1025;0;72521704;aus Plan gelesen;Trinkwasser;Ferienhaus;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Feldaufnahmen;Ernst Bühler, Werkführer Mollis;;;34;;;;keine vorh.;1;nein;Brunner;29.06.1999;81;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
959;Quelle Heer Obstock;;Mollis;8753;725320;217800;;Fritz Heer Mollis;990;10;72521705;aus Plan gelesen;Trinkwasser;Ferienhaus;Sicker-/Zuleitung;gut;Holz;Brunnenstube;Feldaufnahmen;Fritz Heer, Mollis;Messung im Überlauf;;35;;;;keine vorh.;1;ja;Brunner;29.06.1999;82;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
960;Quelle Liriberg;Liriberg;Mollis;8753;726265;219350;;Johann Lienhard;880;;72621903;aus Plan gelesen;Trinkwasser;Einzelliegenschaft + Ferienhaus;ab Fels;schlecht;Holz;Brunnenstube;Feldaufnahmen;Johann Lienhard, Mollis;;;28;29;30;;keine vorh.;2;nein;Brunner;29.06.1999;83;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
961;Quelle Britterberg;Britterberg;Mollis;8753;725955;218230;;Kaspar Lenzinger- Schrepfer;860;30;72521807;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube/Reservoir;Feldaufnahmen;Kaspar Leuzinger, Mollis;Schacht nicht aufgebracht, gem. Mail R. Brunner vom 22.1.2014 ist Lage wahrsch. 1 km nördlicher ???;;31;;;;keine vorh.;1;nein;Brunner;29.06.1999;84;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
962;Goldigenwäldli, Rusteli 2;;Mollis;8753;724770;215665;;Gde. Mollis;770;0;72421502;aus Plan gelesen;Trinkwasser;2 Ferienhäuser, 2 Gade + Brunnen;ab Fels/ Boden;sanierungsbedürftig;Betondeckel;Brunnenstube;Feldaufnahmen;Ernst Bühler, Werkführer Mollis;;;7;8;;;keine vorh.;;nein;Brunner;02.07.1999;85;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
963;Quelle Schwändeli 2;;Mollis;8753;724770;217310;;Doris Beglinger;540;;72421703;aus Plan gelesen;Brauchwasser;Stall + Brunnen;;;;;Feldaufnahmen;Doris Beglinger, Niderwilerstr., Mollis;überdeckt;;13;;;;keine vorh.;;;Brunner;02.07.1999;86;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
964;Quelle Blaser, Schwändeli;;Mollis;8753;725040;217155;;Mario Blaser;605;10;72521706;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Mario Blaser, Schwändeli Mollis;;;14;15;;;keine vorh.;1;nein;Brunner;02.07.1999;87;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
965;Quelle Mulleren 2;;Mollis;8753;726900;217230;;WK Mulleren;1550;0;72621711;;Trinkwasser;WV Mullern,Rest. Alpenrösli, Ferien- und Wohnhäus.;Sicker-/Zuleitung;gut;Eisendeckel 4kant.;Brunnenstube;Feldaufnahmen;J. Winteler-Tresch, Mulleren;;;34;35;36;;erforderlich;1;nein;Brunner;29.06.1999;88;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
966;Quelle Willi Wang;Alprüteli;Elm;8767;733160;198140;;Ferienhäuser Alprüteli;1210;10;73319802;aus Plan gelesen;Trinkwasser;WV Gemeinde Elm (neu), Ferienhäuser;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Feldaufnahmen;Walter Frei;;;2;3;;;keine vorh.;1;nein;Brunner;15.06.1999;51;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
967;QuelleEmpächli Bergli (Disch);Bergli;Elm;8767;730260;197660;;Disch Peter+Kaspar, Marti Blasius;1455;0;73019705;aus Plan gelesen;Trinkwasser;Weiler;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Feldaufnahmen;Samuel Hefti, EW Elm;;;19;20;;;keine vorh.;1;nein;Brunner;15.06.1999;52;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
968;Quelle Elmag- Rain 2;Wiese;Elm;8767;731745;197715;;Kaspar Elmer;995;0;73119702;aus Plan gelesen;Trinkwasser;Dorfbrunnrn, Ställe;Sicker-/Zuleitung;gut;Eisen 4-kant;Brunnenstube;Feldaufnahmen;Kaspar Elmer, Elm;Sandgassbrunnen;;27;28;;;keine vorh.;1;nein;Brunner;15.06.1999;53;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
969;Quelle Elmag- Rain 3;Wiese;Elm;8767;731755;197725;;Kaspar Elmer, Fleischgasse;995;40;73119703;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Kaspar Elmer, Elm;;;29;;;;keine vorh.;1;nein;Brunner;15.06.1999;54;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
970;Quelle Unterbergli;Unterbergli;Engi;8765;729960;205450;;H.Altmann;840;0;72920504;;Trinkwasser;2 Liegenschaften;Aufstossend;genügend;Betondeckel;Brunnenstube;Feldaufnahmen;Heinrich Altmann, Unterbergli Engi;;;17;18;;;keine vorh.;0;nein;Brunner;19.08.1999;23;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
